Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Provision for Loan Losses";"Non-Cash Items";"Change in Working Capital";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Loans & Interbank";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Effect of Foreign Exchange Rates";"Net Change in Cash"
AJX;90767;USD;2017;Q3;2017-09-30;2017-11-08;18072045;25246764;7716000;24000;;-7566000;4495000;4669000;3473000;-814000;;-2401000;-5475000;-27469000;50000;-176000;;2092000
AJX;90767;USD;2017;Q4;2017-12-31;2018-03-08;18239318;26209410;6638000;24000;;-8005000;-4503000;-5846000;5221000;-182063000;;-212391000;-5503000;-89898000;3915000;228098000;;9861000
AJX;90767;USD;2018;Q1;2018-03-31;2018-05-02;18508089;26395158;8322000;22000;;-7801000;-3323000;-2780000;1344000;12534000;;39564000;-5606000;-32431000;52000;-43321000;;-6537000
AJX;90767;USD;2018;Q2;2018-06-30;2018-08-09;18595769;26476817;8213000;32000;;-7973000;400000;672000;3957000;23837000;;1011000;-5626000;-30511000;33000;-14433000;;-12750000
AJX;90767;USD;2018;Q3;2018-09-30;2018-11-07;18691393;26592806;7495000;40000;;-7302000;-1090000;-492000;1746000;-28855000;;-77710000;-5660000;-169490000;55000;122012000;;43810000
AJX;90767;USD;2018;Q4;2018-12-31;2019-03-06;18774853;23857403;7307000;61000;799000;-39349000;4508000;-26674000;-4800000;-7516000;;-123791000;-6051000;-21745000;59000;100350000;;-50115000
AJX;90767;USD;2019;Q1;2019-03-31;2019-05-08;18811713;27829448;8121000;106000;154000;-9833000;-3592000;-5044000;2831000;3767000;;-5593000;-7021000;-17837000;72000;-2968000;;-13605000
ARI;498489;USD;2011;Q2;2011-06-30;2020-02-24;17684991;17684991;8556000;;;1750000;-46109000;-35803000;;16422000;;25042000;-7021000;-9291000;3479000;-12833000;;-23594000
ARI;498489;USD;2011;Q3;2011-09-30;2020-02-24;19966594;19966594;7354000;;;639000;-24289000;-16296000;;5862000;;25620000;-7024000;-17245000;44914000;10645000;;19969000
ARI;498489;USD;2011;Q4;2011-12-31;2020-02-24;20041444;21035940;10576000;;;907000;-25570000;-14087000;;6656000;;19554000;-8225000;-13339000;-6105000;-28349000;;-22882000
ARI;498489;USD;2012;Q1;2012-03-31;2020-02-24;20561032;20966426;10653000;;;1443000;-30163000;-18067000;;56226000;;223763000;-8542000;-251327000;64557000;-195812000;;9884000
ARI;498489;USD;2012;Q2;2012-06-30;2020-02-24;20570616;20991450;9947000;;;-6475000;-88374000;-84902000;;21995000;;78726000;-8224000;-281000;-4561000;-13317000;;-19493000
ARI;498489;USD;2012;Q3;2012-09-30;2020-02-24;20571478;20992312;11183000;;;5472000;-15765000;890000;;13814000;;87998000;-8229000;-2802000;-21476000;-32853000;;56035000
ARI;498489;USD;2012;Q4;2012-12-31;2020-02-24;27334418;27645088;7999000;;;-411000;-94594000;-87006000;;37666000;;31635000;-10424000;-241000;106661000;95996000;;40625000
ARI;498489;USD;2013;Q1;2013-03-31;2020-02-24;30105939;30480689;10994000;;;683000;-91056000;-79379000;;13332000;;74779000;-13078000;-308000;135590000;121704000;;117104000
ARI;498489;USD;2013;Q2;2013-06-30;2020-02-24;36880410;37373885;10732000;;;-61000;-82258000;-71587000;;13176000;;40373000;-16607000;-468000;-20632000;-37712000;;-68926000
ARI;498489;USD;2013;Q3;2013-09-30;2020-02-24;36883002;37379469;10714000;;;-511000;-142034000;-131831000;;40834000;;58446000;-16611000;-38000;35854000;3412000;;-69973000
ARI;498489;USD;2013;Q4;2013-12-31;2020-02-24;36979493;37484977;14324000;;;-2366000;-211245000;-199287000;;-16601000;;188650000;-16615000;-10000;-25133000;-56091000;;-66728000
ARI;498489;USD;2014;Q1;2014-03-31;2020-02-24;37122842;37341050;17324000;;;-5540000;-24554000;-12770000;;9323000;;32515000;-17335000;-117000;108711000;86632000;;106377000
ARI;498489;USD;2014;Q2;2014-06-30;2020-02-24;42888747;43099354;22930000;;;-11145000;-647620000;-635835000;;5138000;;63370000;-16710000;-91000;526934000;509327000;;-63138000
ARI;498489;USD;2014;Q3;2014-09-30;2020-02-24;46848675;47068929;17426000;;;-2373000;-218327000;-203274000;;1511000;;17938000;-20600000;-100000;204763000;180650000;;-4686000
ARI;498489;USD;2014;Q4;2014-12-31;2020-02-24;46996756;47229887;20838000;;;1260000;-286592000;-264494000;;105029000;;182899000;-20599000;-81000;84427000;63587000;;-18008000
ARI;498489;USD;2015;Q1;2015-03-31;2020-02-24;49563822;50171687;23351000;;;-2128000;-217359000;-196136000;;759000;;41982000;-21240000;-108000;177153000;153475000;;-679000
ARI;498489;USD;2015;Q2;2015-06-30;2020-02-24;58429155;59022217;21778000;;;-4171000;-330095000;-312488000;;23000000;;47081000;-27734000;-171000;302918000;274293000;;8886000
ARI;498489;USD;2015;Q3;2015-09-30;2020-02-24;59355613;59934008;23105000;;;2082000;-421070000;-395883000;;17425000;;140557000;-27741000;-677000;255637000;226636000;;-28690000
ARI;498489;USD;2015;Q4;2015-12-31;2020-02-24;67347594;67965208;23811000;;;-3288000;-374924000;-354401000;;71187000;;326534000;-31574000;-31000;107242000;75124000;;47257000
ARI;498489;USD;2016;Q1;2016-03-31;2020-02-24;67385191;68327718;16633000;;;-1670000;-206669000;-191706000;;21168000;;22207000;-38668000;-43000;165542000;125119000;;-44380000
ARI;498489;USD;2016;Q2;2016-06-30;2020-02-24;67402311;68374557;7878000;;;29297000;-141696000;-104521000;;29421000;;62098000;-37301000;-2000;134779000;95329000;;52906000
ARI;498489;USD;2016;Q3;2016-09-30;2020-02-24;71919549;72861611;66895000;;;-29369000;-248542000;-211016000;;89955000;;1922444000;-37302000;-1254517000;-205058000;-1500529000;;210899000
ARI;498489;USD;2016;Q4;2016-12-31;2020-02-24;82778445;83656518;55791000;;;10788000;-269529000;-202950000;;-236128000;0;-106141000;-46898000;-361000;303714000;255577000;;-53514000
ARI;498489;USD;2017;Q1;2017-03-31;2020-02-24;91612447;92998250;43608000;;;485000;-397308000;-353215000;;-109495000;;3844000;-52257000;-58000;340669000;283526000;;-65845000
ARI;498489;USD;2017;Q2;2017-06-30;2020-02-24;95428134;96796289;31817000;;;17685000;-112358000;-62856000;;-18599000;;175286000;-52087000;-301000;99627000;-38357000;;74073000
ARI;498489;USD;2017;Q3;2017-09-30;2020-02-24;105446704;106812721;60798000;;;-4695000;-413019000;-356916000;;-41292000;;198562000;-58812000;0;89032000;26978000;;-131376000
ARI;498489;USD;2017;Q4;2017-12-31;2020-02-24;106949327;108323180;8746000;;;10125000;405029000;423900000;;-943741000;;-594446000;-56528000;-1046179000;1216288000;107912000;;-62634000
ARI;498489;USD;2018;Q1;2018-03-31;2020-02-24;110211853;111871429;33738000;;;55162000;-504479000;-415579000;;72154000;;348787000;-64163000;-38000;153866000;87431000;;20639000
ARI;498489;USD;2018;Q2;2018-06-30;2020-02-24;123019993;124629317;40849000;;;34903000;-961098000;-885346000;;51975000;;170847000;-64161000;-150000;765964000;692573000;;-21926000
ARI;498489;USD;2018;Q3;2018-09-30;2020-02-24;129188343;153918435;46306000;;;9212000;-118658000;-63140000;;57683000;;158175000;-69101000;-40472000;37573000;-72231000;;22804000
ARI;498489;USD;2018;Q4;2018-12-31;2020-02-24;134168103;224866879;34824000;;;19215000;1380111000;1434150000;;-1636728000;;-1480852000;-57132000;-1580628000;1698872000;57320000;;10618000
ARI;498489;USD;2019;Q1;2019-03-31;2020-02-24;134607107;164683086;48147000;;;11523000;-462493000;-402823000;;80986000;;217065000;-69597000;-157451000;412434000;185295000;;-463000
AXP;413080;USD;2009;Q2;2009-06-30;2009-09-02;1162000000;1165000000;342000000;376000000;1584000000;-944000000;415000000;1607000000;-219000000;747000000;;-988000000;-268000000;-5109000000;-2858000000;-6132000000;47000000;-5466000000
AXP;413080;USD;2009;Q3;2009-09-30;2009-10-30;1178000000;1181000000;642000000;209000000;1178000000;1000000;355000000;2311000000;-154000000;-608000000;0;-1094000000;-215000000;-1242000000;-340000000;2041000000;-16000000;3242000000
AXP;413080;USD;2009;Q4;2009-12-31;2010-02-26;1176000000;1182000000;710000000;293000000;748000000;66000000;-398000000;1425000000;-270000000;-3530000000;0;-6468000000;-215000000;-411000000;83000000;1949000000;3000000;-3091000000
AXP;413080;USD;2010;Q1;2010-03-31;2010-05-05;1185000000;1191000000;885000000;221000000;943000000;213000000;0;2262000000;-147000000;2636000000;-254000000;7680000000;-216000000;-5389000000;121000000;-3661000000;28000000;6309000000
AXP;413080;USD;2010;Q2;2010-06-30;2010-08-05;1190000000;1197000000;1017000000;220000000;652000000;617000000;-318000000;2188000000;-175000000;-2269000000;0;-2195000000;-217000000;-2378000000;174000000;-2176000000;-38000000;-2221000000
AXP;413080;USD;2010;Q3;2010-09-30;2010-11-03;1193000000;1199000000;1093000000;248000000;373000000;90000000;973000000;2777000000;-264000000;-301000000;0;-187000000;-217000000;-1898000000;80000000;-2048000000;112000000;654000000
AXP;413080;USD;2010;Q4;2010-12-31;2011-02-28;1184000000;1193000000;1062000000;228000000;239000000;502000000;-529000000;1502000000;-292000000;-6455000000;-146000000;-6527000000;-217000000;-825000000;-302000000;7000000;33000000;-4985000000
AXP;413080;USD;2011;Q1;2011-03-31;2011-02-28;1192000000;1198000000;1177000000;227000000;97000000;-53000000;-911000000;537000000;-255000000;2522000000;-577000000;8663000000;-217000000;-5639000000;229000000;-3616000000;87000000;5671000000
AXP;413080;USD;2011;Q2;2011-06-30;2011-05-04;1190000000;1197000000;1295000000;278000000;357000000;589000000;920000000;3439000000;-303000000;-4091000000;-5000000;-3156000000;-216000000;987000000;-549000000;756000000;16000000;1055000000
AXP;413080;USD;2011;Q3;2011-09-30;2011-11-02;1175000000;1181000000;1235000000;228000000;249000000;736000000;-50000000;2398000000;-327000000;-402000000;-28000000;-561000000;-213000000;588000000;-1123000000;162000000;-136000000;1863000000
AXP;413080;USD;2011;Q4;2011-12-31;2012-02-24;1155000000;1160000000;1192000000;185000000;409000000;-153000000;1761000000;3394000000;-304000000;-6387000000;0;-5437000000;-215000000;-2278000000;-263000000;2021000000;-30000000;-52000000
AXP;413080;USD;2012;Q1;2012-03-31;2012-05-01;1160000000;1166000000;1256000000;254000000;412000000;140000000;1370000000;3432000000;-266000000;1724000000;-2000000;1948000000;-211000000;-3432000000;60000000;-3316000000;125000000;2189000000
AXP;413080;USD;2012;Q2;2012-06-30;2012-08-02;1145000000;1152000000;1339000000;253000000;461000000;243000000;1014000000;3310000000;-230000000;-2358000000;-455000000;-3719000000;-235000000;-825000000;-1640000000;-4470000000;-131000000;-5010000000
AXP;413080;USD;2012;Q3;2012-09-30;2012-10-31;1126000000;1132000000;1250000000;244000000;479000000;-72000000;1971000000;3872000000;-269000000;-1243000000;1000000;-1215000000;-229000000;325000000;-980000000;303000000;111000000;3071000000
AXP;413080;USD;2012;Q4;2012-12-31;2013-02-22;1109000000;1114000000;637000000;240000000;360000000;-59000000;-4710000000;-3532000000;-288000000;-4794000000;-10000000;-3559000000;-227000000;2775000000;-949000000;4215000000;-17000000;-2893000000
AXP;413080;USD;2013;Q1;2013-03-31;2013-04-29;1099000000;1106000000;1280000000;245000000;416000000;179000000;5427000000;7547000000;-204000000;1510000000;-11000000;32000000;-222000000;-2237000000;-512000000;-1830000000;-35000000;5714000000
AXP;413080;USD;2013;Q2;2013-06-30;2013-07-29;1090000000;1097000000;1405000000;252000000;518000000;-27000000;534000000;2682000000;-271000000;-2884000000;-180000000;-1962000000;-221000000;-3300000000;-1129000000;-5444000000;-111000000;-4835000000
AXP;413080;USD;2013;Q3;2013-09-30;2013-10-29;1074000000;1081000000;1366000000;266000000;419000000;12000000;-4089000000;-2026000000;-160000000;583000000;21000000;463000000;-250000000;-17000000;-1007000000;682000000;38000000;-843000000
AXP;413080;USD;2013;Q4;2013-12-31;2014-02-25;1065000000;1072000000;1308000000;257000000;479000000;181000000;-1881000000;344000000;-371000000;-5510000000;-25000000;-5802000000;-246000000;4629000000;-574000000;2701000000;-43000000;-2800000000
AXP;413080;USD;2014;Q1;2014-03-31;2014-04-29;1060000000;1067000000;1432000000;249000000;485000000;132000000;987000000;3285000000;-226000000;2072000000;-6000000;1557000000;-246000000;-3505000000;-728000000;-3561000000;-27000000;1254000000
AXP;413080;USD;2014;Q2;2014-06-30;2014-07-30;1052000000;1058000000;1529000000;266000000;489000000;-365000000;-319000000;1600000000;-320000000;-3225000000;-103000000;-3133000000;-243000000;1145000000;-1170000000;-815000000;38000000;-2310000000
AXP;413080;USD;2014;Q3;2014-09-30;2014-10-28;1041000000;1047000000;1477000000;249000000;488000000;-54000000;1541000000;3701000000;-308000000;-1196000000;-21000000;-1404000000;-281000000;1435000000;-1056000000;644000000;-107000000;2834000000
AXP;413080;USD;2014;Q4;2014-12-31;2015-02-24;1027000000;1032000000;1447000000;248000000;582000000;-364000000;491000000;2404000000;-341000000;-5728000000;-99000000;-4987000000;-271000000;2803000000;-331000000;3743000000;-136000000;1024000000
AXP;413080;USD;2015;Q1;2015-03-31;2015-04-29;1019000000;1023000000;1525000000;251000000;420000000;290000000;-360000000;2126000000;-256000000;3129000000;-59000000;2821000000;-268000000;-4162000000;104000000;-3542000000;-121000000;1284000000
AXP;413080;USD;2015;Q2;2015-06-30;2015-07-29;1009000000;1013000000;1473000000;263000000;467000000;-4000000;-90000000;2109000000;-281000000;-3698000000;-15000000;-5751000000;-265000000;242000000;-1091000000;1119000000;22000000;-2501000000
AXP;413080;USD;2015;Q3;2015-09-30;2015-10-28;994000000;997000000;1266000000;266000000;529000000;49000000;1479000000;3589000000;-342000000;-723000000;-48000000;223000000;-335000000;-5288000000;-1333000000;-4802000000;-143000000;-1133000000
AXP;413080;USD;2015;Q4;2015-12-31;2016-02-19;974000000;979000000;899000000;263000000;572000000;406000000;647000000;2787000000;-462000000;-5675000000;-33000000;-5486000000;-304000000;1280000000;-1126000000;5557000000;-34000000;2824000000
AXP;413080;USD;2016;Q1;2016-03-31;2016-04-27;961000000;963000000;1426000000;261000000;434000000;288000000;120000000;2529000000;-302000000;4039000000;-155000000;3640000000;-302000000;-3218000000;-1177000000;-3924000000;38000000;2283000000
AXP;413080;USD;2016;Q2;2016-06-30;2016-07-26;938000000;941000000;2015000000;275000000;463000000;-1007000000;-1137000000;609000000;-347000000;8963000000;-7000000;8498000000;-299000000;2918000000;-1600000000;-348000000;-37000000;8722000000
AXP;413080;USD;2016;Q3;2016-09-30;2016-10-25;920000000;923000000;1142000000;274000000;504000000;-167000000;-5000000;1748000000;-326000000;-1184000000;-29000000;-2008000000;-291000000;-5163000000;-622000000;-6981000000;-6000000;-7247000000
AXP;413080;USD;2016;Q4;2016-12-31;2017-02-17;913000000;913000000;825000000;285000000;625000000;8000000;1595000000;3338000000;-400000000;-8598000000;-296000000;-8262000000;-315000000;5327000000;-855000000;3721000000;-109000000;-1312000000
AXP;413080;USD;2017;Q1;2017-03-31;2017-04-27;899000000;903000000;1237000000;296000000;573000000;97000000;-1043000000;1160000000;-277000000;1450000000;-28000000;700000000;-313000000;2678000000;-895000000;2205000000;93000000;4158000000
AXP;413080;USD;2017;Q2;2017-06-30;2017-07-25;890000000;893000000;1340000000;319000000;584000000;57000000;824000000;3124000000;-261000000;-4619000000;-146000000;-4858000000;-307000000;-27000000;-828000000;2769000000;41000000;1076000000
AXP;413080;USD;2017;Q3;2017-09-30;2017-10-24;878000000;881000000;1356000000;338000000;769000000;-3000000;1837000000;4297000000;-274000000;-4366000000;-36000000;-6312000000;-305000000;-4357000000;-1282000000;-2391000000;132000000;-4274000000
AXP;413080;USD;2017;Q4;2017-12-31;2018-02-16;865000000;867000000;-1197000000;368000000;833000000;914000000;4041000000;4959000000;-250000000;-9318000000;-1000000;-7803000000;-326000000;8088000000;-1266000000;9662000000;-59000000;6759000000
AXP;413080;USD;2018;Q1;2018-03-31;2018-04-25;859000000;861000000;1634000000;348000000;775000000;-170000000;-524000000;2063000000;-237000000;348000000;-475000000;-693000000;-324000000;-4708000000;-123000000;-2949000000;-178000000;-1757000000
AXP;413080;USD;2018;Q2;2018-06-30;2018-07-24;860000000;862000000;1623000000;337000000;806000000;158000000;109000000;3033000000;-299000000;-5886000000;-6000000;-7688000000;-321000000;3720000000;34000000;4184000000;227000000;-244000000
AXP;413080;USD;2018;Q3;2018-09-30;2018-10-23;858000000;860000000;1654000000;322000000;817000000;-105000000;2398000000;5086000000;-335000000;-3923000000;-31000000;-5790000000;-325000000;-208000000;-760000000;626000000;78000000;0
AXP;413080;USD;2018;Q4;2018-12-31;2019-02-13;847000000;853000000;2010000000;286000000;954000000;855000000;-5357000000;-1252000000;-439000000;-6393000000;-8000000;-5444000000;-354000000;3677000000;-749000000;3240000000;2000000;-3454000000
AXP;413080;USD;2019;Q1;2019-03-31;2019-04-23;841000000;843000000;1550000000;297000000;809000000;222000000;5669000000;8547000000;-348000000;-656000000;-20000000;-2709000000;-355000000;-1287000000;-1333000000;-83000000;68000000;5823000000
BAC;71941;USD;2011;Q3;2011-09-30;2011-11-03;10116284000;10464395000;6232000000;871000000;3407000000;-299000000;-21569000000;-11358000000;311000000;15734000000;;-6194000000;-445000000;-26109000000;5000000000;-18603000000;-507000000;-36662000000
BAC;71941;USD;2011;Q4;2011-12-31;2012-02-23;10283413000;10278622000;1991000000;2891000000;2934000000;138962000000;-122175000000;24603000000;257000000;89947000000;6559000000;74027000000;-475000000;-52325000000;0;-61112000000;-281000000;37237000000
BAC;71941;USD;2012;Q1;2012-03-31;2012-05-03;10651367000;10761917000;653000000;948000000;2418000000;12411000000;-32033000000;-15603000000;837000000;32518000000;0;-11406000000;-483000000;26638000000;687000000;35139000000;560000000;8690000000
BAC;71941;USD;2012;Q2;2012-06-30;2012-08-02;10775695000;11556011000;2463000000;1657000000;1773000000;12383000000;-1403000000;16873000000;981000000;26702000000;1483000000;9250000000;-483000000;-23823000000;-26000000;-30373000000;-825000000;-5075000000
BAC;71941;USD;2012;Q3;2012-09-30;2012-11-02;10776173000;10776173000;340000000;1423000000;1774000000;16174000000;-10894000000;8817000000;341000000;-4856000000;481000000;-17479000000;-471000000;-37041000000;6000000;-9345000000;705000000;-17302000000
BAC;71941;USD;2012;Q4;2012-12-31;2013-02-28;10780877000;10269315000;732000000;1590000000;2204000000;14559000000;-45228000000;-26143000000;645000000;6179000000;432000000;-15344000000;-472000000;5415000000;0;46995000000;-1171000000;4337000000
BAC;71941;USD;2013;Q1;2013-03-31;2013-05-07;10798975000;11154778000;1483000000;1027000000;1713000000;21142000000;1103000000;26468000000;317000000;7057000000;674000000;1670000000;-482000000;-26005000000;12000000;-36552000000;-1358000000;-9772000000
BAC;71941;USD;2013;Q2;2013-06-30;2013-08-01;10775867000;11524510000;4012000000;991000000;1211000000;23088000000;16826000000;46128000000;189000000;30067000000;1443000000;-3962000000;-6007000000;-23165000000;-7000000;-43581000000;-737000000;-2152000000
BAC;71941;USD;2013;Q3;2013-09-30;2013-10-30;10718918000;11482226000;2497000000;1283000000;296000000;20248000000;-16097000000;8227000000;-7000000;10700000000;2103000000;9602000000;-1288000000;-23033000000;-866000000;4142000000;434000000;22405000000
BAC;71941;USD;2013;Q4;2013-12-31;2014-02-25;10630900000;11804158000;3439000000;959000000;336000000;15869000000;-8609000000;11994000000;;46856000000;598000000;17748000000;-361000000;-26885000000;-1351000000;-19451000000;-202000000;10089000000
BAC;71941;USD;2014;Q1;2014-03-31;2014-05-01;10560518000;10560518000;-276000000;1296000000;1009000000;6917000000;13777000000;22723000000;-102000000;16937000000;994000000;-29415000000;-344000000;14402000000;-1442000000;27017000000;-2000000;20323000000
BAC;71941;USD;2014;Q2;2014-06-30;2014-07-29;10519359000;11265123000;2291000000;1237000000;411000000;11995000000;-11156000000;4778000000;45000000;1177000000;435000000;-14394000000;-360000000;9113000000;1261000000;10679000000;191000000;1254000000
BAC;71941;USD;2014;Q3;2014-09-30;2014-11-06;10515790000;10515790000;-232000000;1022000000;636000000;9909000000;-8389000000;2946000000;17000000;62070000000;128000000;8471000000;-765000000;-14126000000;3067000000;-34183000000;-1474000000;-24240000000
BAC;71941;USD;2014;Q4;2014-12-31;2015-02-25;10515605000;9996709000;3737000000;666000000;219000000;9451000000;-13725000000;348000000;;82036000000;20000000;27078000000;-837000000;-23221000000;1396000000;-15714000000;-1782000000;9930000000
BAC;71941;USD;2015;Q1;2015-03-31;2015-04-29;10518790000;11266511000;3097000000;1586000000;765000000;11124000000;-16327000000;245000000;;13853000000;;-13512000000;-846000000;2155000000;2964000000;38512000000;-1291000000;23954000000
BAC;71941;USD;2015;Q2;2015-06-30;2015-07-29;10488137000;11238060000;5134000000;100000000;780000000;10770000000;-20116000000;-3332000000;;3167000000;;-14473000000;-917000000;23142000000;-775000000;17830000000;946000000;971000000
BAC;71941;USD;2015;Q3;2015-09-30;2015-10-30;10444291000;11197203000;4321000000;1558000000;806000000;8098000000;11013000000;25796000000;;47298000000;;-4768000000;-961000000;-24617000000;-800000000;-13938000000;-178000000;6912000000
BAC;71941;USD;2015;Q4;2015-12-31;2016-02-24;10397910000;11154194000;3284000000;1758000000;810000000;8582000000;-8796000000;5638000000;;37894000000;;-22818000000;-850000000;-27435000000;-799000000;6181000000;-74000000;-11073000000
BAC;71941;USD;2016;Q1;2016-03-31;2016-05-02;10339731000;11100067000;3472000000;1094000000;997000000;9027000000;-3693000000;10897000000;;-16775000000;;-21374000000;-974000000;9308000000;1069000000;29328000000;1406000000;20257000000
BAC;71941;USD;2016;Q2;2016-06-30;2016-08-01;10253573000;11059167000;3440000000;3690000000;976000000;5718000000;1415000000;15239000000;;27088000000;;-9116000000;-879000000;-12851000000;-505000000;-15363000000;837000000;-8403000000
BAC;71941;USD;2016;Q3;2016-09-30;2016-11-01;10250124000;11000473000;6298000000;-889000000;850000000;12010000000;-17743000000;526000000;;24302000000;;-32510000000;-1178000000;-10399000000;-1399000000;3860000000;351000000;-27773000000
BAC;71941;USD;2016;Q4;2016-12-31;2017-02-23;10293160000;10982921000;4696000000;1480000000;774000000;11224000000;-26530000000;-8356000000;;13767000000;;-143000000;-1163000000;-10384000000;-1330000000;15157000000;-2354000000;4304000000
BAC;71941;USD;2017;Q1;2017-03-31;2017-05-02;10099557000;10914815000;4856000000;1078000000;835000000;9651000000;-29266000000;-12846000000;;8676000000;;-14019000000;-1255000000;39699000000;-2728000000;46339000000;813000000;20287000000
BAC;71941;USD;2017;Q2;2017-06-30;2017-07-31;10013503000;10822069000;5269000000;1052000000;726000000;15537000000;-12758000000;9826000000;;292000000;;-10154000000;-1148000000;2899000000;-2236000000;-9644000000;651000000;-9321000000
BAC;71941;USD;2017;Q3;2017-09-30;2017-10-30;10197891000;10725482000;5587000000;1105000000;834000000;8048000000;4897000000;20471000000;;11117000000;;-15866000000;-1721000000;-8050000000;-2981000000;8658000000;414000000;13677000000
BAC;71941;USD;2017;Q4;2017-12-31;2018-02-22;10471633000;10651346000;2520000000;1119000000;1001000000;16392000000;-28080000000;-7048000000;;2556000000;;-11968000000;-1576000000;-15053000000;-4869000000;3842000000;227000000;-14947000000
BAC;71941;USD;2018;Q1;2018-03-31;2018-04-30;10322400000;10472700000;6918000000;986000000;834000000;11093000000;20523000000;40354000000;;-31315000000;;-22849000000;-1674000000;14390000000;-2509000000;28602000000;700000000;46807000000
BAC;71941;USD;2018;Q2;2018-06-30;2018-07-30;10181700000;10309400000;6784000000;947000000;827000000;8809000000;-23885000000;-6518000000;;17531000000;;1980000000;-4384000000;-276000000;-3643000000;-27085000000;-1419000000;-33042000000
BAC;71941;USD;2018;Q3;2018-09-30;2018-10-29;10031600000;10170800000;7167000000;1017000000;716000000;7411000000;3295000000;19606000000;;-14791000000;;-26282000000;-3604000000;-7002000000;-4196000000;21045000000;-710000000;13659000000
BAC;71941;USD;2018;Q4;2018-12-31;2019-02-26;9850300000;9994700000;7278000000;937000000;905000000;6275000000;-29317000000;-13922000000;;-29248000000;;-24317000000;-1745000000;1712000000;-5231000000;30556000000;229000000;-7454000000
BAC;71941;USD;2019;Q1;2019-03-31;2019-04-26;9725900000;9787300000;7311000000;780000000;1013000000;9109000000;-3112000000;15101000000;;25143000000;;-4767000000;-1926000000;-4294000000;-6263000000;-15508000000;-607000000;-5781000000
BBT;245217;USD;2018;Q2;2018-06-30;2019-04-30;775836000;785750000;822000000;136000000;135000000;44000000;-18000000;1119000000;;-3342000000;;-1766000000;-334000000;0;-310000000;589000000;;-58000000
BBT;245217;USD;2018;Q3;2018-09-30;2018-10-26;771562000;781867000;839000000;139000000;135000000;37000000;401000000;1551000000;;-700000000;;-1170000000;-356000000;5290000000;-200000000;-281000000;;100000000
BBT;245217;USD;2018;Q4;2018-12-31;2019-02-26;764837000;775314000;805000000;142000000;146000000;26000000;252000000;1371000000;;-2609000000;;-2214000000;-353000000;-4163000000;-375000000;1677000000;;834000000
BBT;245217;USD;2019;Q1;2019-03-31;2019-04-30;764135000;774071000;798000000;137000000;155000000;32000000;-1867000000;-745000000;;-193000000;;-477000000;-352000000;2039000000;0;207000000;;-1015000000
BK;467599;USD;2018;Q1;2018-03-31;2018-05-08;1016797000;1021731000;1171000000;335000000;-5000000;62000000;-2415000000;-852000000;-173000000;-3596000000;84000000;-1430000000;-282000000;6119000000;-576000000;971000000;50000000;-1261000000
BK;467599;USD;2018;Q2;2018-06-30;2018-08-03;1010179000;1014357000;1103000000;342000000;-3000000;-263000000;1241000000;2420000000;-332000000;4347000000;0;16644000000;-293000000;-7863000000;-629000000;-17806000000;-110000000;1148000000
BK;467599;USD;2018;Q3;2018-09-30;2018-11-06;999808000;1003665000;1111000000;334000000;-3000000;-199000000;1000000;1244000000;-291000000;2774000000;0;2803000000;-319000000;-4990000000;-588000000;-4721000000;3000000;-671000000
BK;467599;USD;2018;Q4;2018-12-31;2019-02-27;984904000;988811000;881000000;328000000;0;-132000000;2107000000;3184000000;-289000000;-19315000000;0;-14718000000;-327000000;6335000000;-1356000000;13458000000;-15000000;1909000000
BK;467599;USD;2019;Q1;2019-03-31;2019-05-08;962397000;965960000;946000000;302000000;7000000;-46000000;-2158000000;-949000000;-264000000;10114000000;0;20810000000;-306000000;-2453000000;-511000000;-19837000000;11000000;35000000
BOKF;344670;USD;2018;Q4;2018-12-31;2019-10-30;70685948;71889482;108377000;30788000;9000000;537001000;-847764000;-162598000;42976000;-394699000;-161885000;-771417000;-35885000;259935000;-44835000;831192000;;-102823000
BOKF;344670;USD;2019;Q1;2019-03-31;2019-05-01;71387070;71404388;110265000;23751000;8000000;524278000;-1772280000;-1105986000;70379000;-66038000;;-203017000;-36052000;1614995000;-61126000;1448280000;;139277000
C;89126;USD;2009;Q3;2009-09-30;2010-08-06;1210430000;1221600000;101000000;431000000;8771000000;10333000000;-20945000000;-891000000;501000000;-17627000000;;-11749000000;-696000000;-14789000000;-1000000;12372000000;411000000;-433000000
C;89126;USD;2009;Q4;2009-12-31;2010-02-26;2338320000;2425890000;-7579000000;1563000000;7890000000;-7843000000;-11181000000;-17427000000;-692000000;85251000000;;32460000000;-2000000;-39782000000;20298000000;-16190000000;50000000;-1010000000
C;89126;USD;2010;Q1;2010-03-31;2010-05-07;2844430000;2933350000;4428000000;623000000;8331000000;-5087000000;-26360000000;-18212000000;359000000;30677000000;;14398000000;;10394000000;1874000000;4153000000;-185000000;206000000
